============================= test session starts ==============================
platform darwin -- Python 3.11.8, pytest-8.4.0, pluggy-1.6.0 -- /Users/nicholasbaro/Python/semant/venv/bin/python3.11
cachedir: .pytest_cache
rootdir: /Users/nicholasbaro/Python/semant
configfile: pytest.ini
plugins: anyio-4.9.0, cov-4.1.0, langsmith-0.3.43, mock-3.12.0, asyncio-1.0.0
asyncio: mode=Mode.AUTO, asyncio_default_fixture_loop_scope=function, asyncio_default_test_loop_scope=function
                       dm:timestamp ?timestamp .
                FILTER(CONTAINS(LCASE(STR(?message)), "ai healthcare"))
            }
        
___________________________ test_find_topic_entries ____________________________

reasoner = <agents.core.reasoner.KnowledgeGraphReasoner object at 0x14413c310>

    @pytest.mark.asyncio
    async def test_find_topic_entries(reasoner):
        """Test finding diary entries related to a topic."""
>       entries = await reasoner._find_topic_entries("ai healthcare")
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

tests/test_reasoner.py:56: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/reasoner.py:83: in _find_topic_entries
    for row in self._query(query):
               ^^^^^^^^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <agents.core.reasoner.KnowledgeGraphReasoner object at 0x14413c310>
sparql_query = '\n            PREFIX dm: <http://example.org/dMaster/>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPR...mestamp ?timestamp .\n                FILTER(CONTAINS(LCASE(STR(?message)), "ai healthcare"))\n            }\n        '

    def _query(self, sparql_query: str) -> List[Dict[str, str]]:
        """Execute a SPARQL query and return results."""
        if self.graphdb:
            return self.graphdb.query(sparql_query)
        else:
            # For rdflib, convert ResultRow to dict with string keys and values
            results = []
            qres = self.graph.query(sparql_query)
            for row in qres:
                # row.labels gives the variable names
                result = {}
                for var in row.labels:
                    # Convert variable name to string
                    key = str(var)
                    # Convert value to string, handling None and URIRef/Literal objects
                    value = row[var]
                    if value is None:
                        result[key] = ""
>                   elif isinstance(value, (URIRef, Literal)):
                                            ^^^^^^
E                   NameError: name 'URIRef' is not defined

agents/core/reasoner.py:245: NameError
---------------------------- Captured stdout setup -----------------------------
DEBUG: Triples in sample_graph:
  http://example.org/dMaster/entry1 http://example.org/dMaster/message ai healthcare research
  http://example.org/dMaster/entry1 http://example.org/dMaster/timestamp 2024-05-30
  http://example.org/dMaster/paper1 http://example.org/dMaster/author dr. smith
  http://example.org/dMaster/paper1 http://example.org/dMaster/title ai in healthcare: a review
  http://example.org/dMaster/paper1 http://example.org/dMaster/year 2024
  http://example.org/dMaster/paper1 http://example.org/dMaster/hasInsight ai can improve diagnosis accuracy
  http://example.org/dMaster/agent1 http://example.org/dMaster/hasDiaryEntry http://example.org/dMaster/entry1
  http://example.org/dMaster/paper1 http://example.org/dMaster/hasTopic ai healthcare
----------------------------- Captured stdout call -----------------------------
Debug - Topic entries query:

            PREFIX dm: <http://example.org/dMaster/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX dct: <http://purl.org/dc/terms/>
            SELECT ?agent ?entry ?message ?timestamp
            WHERE {
                ?agent dm:hasDiaryEntry ?entry .
                ?entry dm:message ?message ;
                       dm:timestamp ?timestamp .
                FILTER(CONTAINS(LCASE(STR(?message)), "ai healthcare"))
            }
        
___________________________ test_find_related_papers ___________________________

reasoner = <agents.core.reasoner.KnowledgeGraphReasoner object at 0x1441c8650>

    @pytest.mark.asyncio
    async def test_find_related_papers(reasoner):
        """Test finding research papers related to a topic."""
>       papers = await reasoner._find_related_papers("ai healthcare")
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

tests/test_reasoner.py:65: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/reasoner.py:105: in _find_related_papers
    for row in self._query(query):
               ^^^^^^^^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <agents.core.reasoner.KnowledgeGraphReasoner object at 0x1441c8650>
sparql_query = '\n            PREFIX dm: <http://example.org/dMaster/>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPR...:hasInsight ?insight .\n                FILTER(CONTAINS(LCASE(STR(?topic)), "ai healthcare"))\n            }\n        '

    def _query(self, sparql_query: str) -> List[Dict[str, str]]:
        """Execute a SPARQL query and return results."""
        if self.graphdb:
            return self.graphdb.query(sparql_query)
        else:
            # For rdflib, convert ResultRow to dict with string keys and values
            results = []
            qres = self.graph.query(sparql_query)
            for row in qres:
                # row.labels gives the variable names
                result = {}
                for var in row.labels:
                    # Convert variable name to string
                    key = str(var)
                    # Convert value to string, handling None and URIRef/Literal objects
                    value = row[var]
                    if value is None:
                        result[key] = ""
>                   elif isinstance(value, (URIRef, Literal)):
                                            ^^^^^^
E                   NameError: name 'URIRef' is not defined

agents/core/reasoner.py:245: NameError
---------------------------- Captured stdout setup -----------------------------
DEBUG: Triples in sample_graph:
  http://example.org/dMaster/entry1 http://example.org/dMaster/message ai healthcare research
  http://example.org/dMaster/entry1 http://example.org/dMaster/timestamp 2024-05-30
  http://example.org/dMaster/paper1 http://example.org/dMaster/author dr. smith
  http://example.org/dMaster/paper1 http://example.org/dMaster/title ai in healthcare: a review
  http://example.org/dMaster/paper1 http://example.org/dMaster/year 2024
  http://example.org/dMaster/paper1 http://example.org/dMaster/hasInsight ai can improve diagnosis accuracy
  http://example.org/dMaster/agent1 http://example.org/dMaster/hasDiaryEntry http://example.org/dMaster/entry1
  http://example.org/dMaster/paper1 http://example.org/dMaster/hasTopic ai healthcare
----------------------------- Captured stdout call -----------------------------
Debug - Related papers query:

            PREFIX dm: <http://example.org/dMaster/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX dc: <http://purl.org/dc/elements/1.1/>
PREFIX dct: <http://purl.org/dc/terms/>
            SELECT ?paper ?topic ?insight
            WHERE {
                ?paper dm:hasTopic ?topic ;
                       dm:hasInsight ?insight .
                FILTER(CONTAINS(LCASE(STR(?topic)), "ai healthcare"))
            }
        
__________________________ test_extract_key_insights ___________________________

reasoner = <agents.core.reasoner.KnowledgeGraphReasoner object at 0x144153250>

    @pytest.mark.asyncio
    async def test_extract_key_insights(reasoner):
        """Test extracting key insights from research."""
>       insights = await reasoner._extract_key_insights("ai healthcare")
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

tests/test_reasoner.py:75: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/reasoner.py:132: in _extract_key_insights
    for row in self._query(query):
               ^^^^^^^^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <agents.core.reasoner.KnowledgeGraphReasoner object at 0x144153250>
sparql_query = '\n            PREFIX dm: <http://example.org/dMaster/>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPR...                   FILTER(CONTAINS(LCASE(STR(?message)), "ai healthcare"))\n                }\n            }\n        '

    def _query(self, sparql_query: str) -> List[Dict[str, str]]:
        """Execute a SPARQL query and return results."""
        if self.graphdb:
            return self.graphdb.query(sparql_query)
        else:
            # For rdflib, convert ResultRow to dict with string keys and values
            results = []
            qres = self.graph.query(sparql_query)
            for row in qres:
                # row.labels gives the variable names
                result = {}
                for var in row.labels:
                    # Convert variable name to string
                    key = str(var)
                    # Convert value to string, handling None and URIRef/Literal objects
                    value = row[var]
                    if value is None:
                        result[key] = ""
>                   elif isinstance(value, (URIRef, Literal)):
                                            ^^^^^^
E                   NameError: name 'URIRef' is not defined

agents/core/reasoner.py:245: NameError
---------------------------- Captured stdout setup -----------------------------
DEBUG: Triples in sample_graph:
  http://example.org/dMaster/entry1 http://example.org/dMaster/message ai healthcare research
  http://example.org/dMaster/entry1 http://example.org/dMaster/timestamp 2024-05-30
  http://example.org/dMaster/paper1 http://example.org/dMaster/author dr. smith
  http://example.org/dMaster/paper1 http://example.org/dMaster/title ai in healthcare: a review
  http://example.org/dMaster/paper1 http://example.org/dMaster/year 2024
  http://example.org/dMaster/paper1 http://example.org/dMaster/hasInsight ai can improve diagnosis accuracy
  http://example.org/dMaster/agent1 http://example.org/dMaster/hasDiaryEntry http://example.org/dMaster/entry1
  http://example.org/dMaster/paper1 http://example.org/dMaster/hasTopic ai healthcare
________________________ test_traverse_knowledge_graph _________________________

reasoner = <agents.core.reasoner.KnowledgeGraphReasoner object at 0x1441ab990>

    @pytest.mark.asyncio
    async def test_traverse_knowledge_graph(reasoner):
